wafer_id,step,t_sec,rf_forward_W,rf_reflected_W,chamber_pressure_mTorr,ar_flow_sccm,cf4_flow_sccm,esc_temp_C,he_backside_Torr,endpoint_intensity
WF0006,Stabilize,6,28.03,4.08,30.25,99.94,3.86,59.93,7.839,103.01
WF0006,Stabilize,7,39.91,2.22,30.606,100.43,4.0,60.04,7.884,99.04
WF0006,Stabilize,8,29.77,4.74,30.554,99.19,5.02,60.01,7.937,100.76
WF0006,Stabilize,9,22.07,3.9,31.127,101.65,5.31,59.43,8.012,102.58
WF0006,MainEtch,10,633.36,18.18,22.356,73.98,43.13,61.92,7.965,109.29
WF0006,MainEtch,11,698.69,21.37,21.94,76.12,43.79,61.49,8.087,102.89
WF0006,MainEtch,12,742.06,18.0,21.039,79.82,42.7,62.75,8.019,105.8
WF0006,MainEtch,13,762.35,18.79,20.748,79.78,42.22,62.32,8.128,103.86
WF0006,MainEtch,14,771.54,20.81,20.99,78.46,41.79,61.67,7.882,100.13
WF0006,MainEtch,15,791.53,20.17,21.345,77.86,44.97,61.83,8.226,103.03
WF0006,MainEtch,16,811.85,18.46,19.778,83.78,44.54,62.21,7.95,101.11
WF0006,MainEtch,17,823.29,15.93,20.138,79.53,46.03,62.06,8.116,103.46
WF0006,MainEtch,18,812.25,19.84,20.503,80.04,46.2,61.96,8.204,98.57
WF0006,MainEtch,19,816.77,16.33,20.228,80.73,45.29,62.32,8.136,106.1
WF0006,MainEtch,20,824.1,19.26,19.967,83.13,45.25,62.31,7.985,104.5
WF0006,MainEtch,21,821.32,25.51,20.546,80.3,45.21,62.4,7.958,102.63
WF0006,MainEtch,22,818.18,16.89,19.895,80.42,44.01,61.92,8.024,104.16
WF0006,MainEtch,23,833.15,19.12,20.746,79.76,43.03,61.95,8.106,100.95
WF0006,MainEtch,24,819.83,21.18,20.741,80.42,46.03,62.07,8.105,106.85
WF0006,MainEtch,25,835.02,17.79,20.177,79.98,45.08,62.45,8.108,102.63
WF0006,MainEtch,26,811.92,17.16,20.224,82.62,44.34,61.99,8.0,101.72
WF0006,MainEtch,27,814.32,17.38,18.878,79.95,46.16,61.53,7.776,105.15
WF0006,MainEtch,28,826.75,21.62,19.596,81.18,45.01,62.01,8.138,101.95
WF0006,MainEtch,29,839.09,19.59,19.998,84.3,44.49,62.4,8.148,98.05
WF0006,MainEtch,30,822.09,14.74,19.471,80.36,44.42,62.39,7.954,105.17
WF0006,MainEtch,31,833.61,15.63,20.581,84.42,44.61,61.55,7.893,101.31
WF0006,MainEtch,32,835.31,14.55,20.487,81.99,45.62,61.97,8.183,97.84
WF0006,MainEtch,33,832.33,21.37,20.414,79.2,44.15,62.12,8.09,97.29
WF0006,MainEtch,34,831.55,20.3,20.262,78.84,44.41,62.91,7.957,98.1
WF0006,MainEtch,35,815.77,18.9,20.991,81.01,43.74,62.24,7.819,90.99
WF0006,MainEtch,36,833.85,18.65,19.95,81.62,44.95,62.73,7.868,83.22
WF0006,MainEtch,37,840.31,21.04,20.88,81.14,44.82,61.73,7.856,82.41
WF0006,MainEtch,38,823.38,16.36,20.139,80.65,44.11,62.58,8.024,80.62
WF0006,MainEtch,39,829.2,17.73,19.778,80.28,45.51,62.53,8.175,66.58
WF0006,MainEtch,40,823.56,21.32,19.519,80.85,45.14,61.8,8.109,60.79
WF0006,MainEtch,41,826.31,19.87,20.809,77.26,44.82,61.62,8.094,54.53
WF0006,MainEtch,42,828.6,17.02,20.452,81.0,45.41,62.01,8.024,55.62
WF0006,MainEtch,43,819.92,19.75,19.932,82.6,42.31,61.68,8.016,51.79
WF0006,MainEtch,44,826.53,20.9,19.911,80.8,44.23,61.43,7.851,58.2
WF0006,MainEtch,45,822.63,14.34,19.478,81.56,44.06,61.84,8.027,53.9
WF0006,MainEtch,46,825.08,19.41,19.893,83.56,43.19,62.18,7.848,51.65
WF0006,MainEtch,47,804.8,25.13,20.096,82.83,44.68,62.48,7.894,49.25
WF0006,MainEtch,48,824.99,17.47,20.059,80.51,44.35,61.52,8.025,52.14
WF0006,MainEtch,49,825.34,21.57,19.917,83.96,45.72,62.84,7.806,48.52
WF0006,Overetch,50,396.56,14.45,29.001,89.29,24.49,59.97,8.329,50.33
WF0006,Overetch,51,447.88,13.54,27.252,85.72,24.52,59.5,7.9,52.26
WF0006,Overetch,52,477.33,13.47,26.592,88.18,23.8,59.51,7.752,46.44
WF0006,Overetch,53,488.57,14.11,26.224,87.35,24.17,59.35,7.901,50.25
WF0006,Overetch,54,496.81,10.2,25.629,87.63,23.51,59.58,8.06,49.63
WF0006,Overetch,55,507.1,11.82,25.364,88.56,22.81,59.43,8.217,46.26
WF0006,Overetch,56,508.12,10.44,25.651,91.29,23.37,59.52,8.204,48.73
WF0006,Overetch,57,517.59,15.02,25.243,91.63,24.09,59.42,8.051,48.08
WF0006,Overetch,58,525.91,19.56,25.425,92.97,23.99,59.6,8.043,46.83
WF0006,Overetch,59,518.84,13.84,24.419,89.71,24.43,59.96,8.042,46.18
WF0007,Stabilize,0,-5.07,1.29,35.22,96.9,0.58,60.12,7.978,95.78
WF0007,Stabilize,1,11.34,5.98,32.517,101.66,1.4,59.61,7.977,97.97
WF0007,Stabilize,2,-1.5,2.67,33.02,101.54,1.61,60.12,7.983,98.27
WF0007,Stabilize,3,-1.89,4.75,32.658,99.93,1.81,59.72,7.948,100.45
WF0007,Stabilize,4,-0.96,6.45,31.849,101.05,1.26,60.65,7.978,96.22
WF0007,Stabilize,5,-1.69,6.27,31.874,103.21,0.73,60.24,7.874,99.3
WF0007,Stabilize,6,10.06,4.21,31.312,99.14,0.57,60.1,8.112,101.54
WF0007,Stabilize,7,4.68,4.38,31.724,101.47,0.99,59.52,7.953,99.95
WF0007,Stabilize,8,4.48,3.36,30.8,101.04,1.61,60.29,7.923,96.01
WF0007,Stabilize,9,-2.84,2.01,30.956,99.03,2.02,60.41,8.124,97.94
WF0007,MainEtch,10,604.88,21.12,23.492,76.89,38.46,62.53,7.823,95.85
WF0007,MainEtch,11,666.68,18.93,23.254,79.56,40.63,62.39,8.248,98.71
WF0007,MainEtch,12,693.43,25.31,22.459,82.7,40.73,63.09,7.835,98.77
WF0007,MainEtch,13,737.3,19.7,22.174,83.23,40.64,62.82,7.965,96.35
WF0007,MainEtch,14,746.74,23.86,21.832,80.68,38.61,62.1,7.792,97.83
WF0007,MainEtch,15,765.9,25.49,21.831,83.1,40.68,62.67,7.948,96.07
WF0007,MainEtch,16,781.85,23.99,21.64,83.09,39.03,62.16,8.089,96.48
WF0007,MainEtch,17,778.51,20.79,21.316,82.29,40.49,62.31,8.057,100.53
WF0007,MainEtch,18,787.31,20.33,20.501,83.35,41.54,62.6,7.975,95.6
WF0007,MainEtch,19,797.28,22.14,21.232,80.73,41.75,62.55,8.079,98.54
WF0007,MainEtch,20,799.38,22.57,20.923,82.09,41.01,62.39,7.94,95.14
WF0007,MainEtch,21,789.84,18.46,21.405,83.93,40.57,62.83,8.11,100.57
WF0007,MainEtch,22,804.84,21.99,20.655,80.9,42.65,63.31,8.19,96.86
WF0007,MainEtch,23,804.09,16.57,21.639,85.06,41.41,63.05,7.869,95.45
WF0007,MainEtch,24,809.32,20.78,20.706,83.56,40.64,62.42,8.078,96.83
WF0007,MainEtch,25,803.99,19.64,20.709,81.3,40.34,62.54,7.681,101.76
WF0007,MainEtch,26,794.3,20.47,21.076,80.26,42.16,62.34,7.95,95.99
WF0007,MainEtch,27,794.61,21.96,20.729,80.9,40.64,62.77,7.998,98.82
WF0007,MainEtch,28,811.12,20.83,20.866,85.31,43.12,62.71,7.888,93.62
WF0007,MainEtch,29,798.19,22.74,21.072,81.49,42.65,62.38,7.81,96.24
WF0007,MainEtch,30,798.29,17.7,20.913,83.75,40.65,62.51,7.931,100.56
WF0007,MainEtch,31,814.93,18.71,21.666,83.57,42.03,63.14,7.938,94.58
WF0007,MainEtch,32,807.0,17.03,21.435,83.52,41.15,62.69,7.89,90.79
WF0007,MainEtch,33,799.06,17.74,20.587,81.37,40.29,63.21,8.091,97.37
WF0007,MainEtch,34,808.93,20.69,20.971,80.27,40.66,62.44,7.963,89.49
WF0007,MainEtch,35,791.27,19.03,21.007,81.44,39.57,61.99,7.969,86.08
WF0007,MainEtch,36,801.84,22.28,21.381,81.92,40.56,63.06,8.067,83.66
WF0007,MainEtch,37,795.02,22.08,21.108,83.67,40.16,62.75,7.91,78.25
WF0007,MainEtch,38,806.0,18.3,21.076,79.71,41.08,62.96,7.875,68.13
WF0007,MainEtch,39,804.16,16.79,20.698,81.74,41.99,62.56,8.094,65.74
WF0007,MainEtch,40,792.61,19.71,21.016,81.38,41.2,62.75,7.97,58.55
WF0007,MainEtch,41,804.76,19.24,21.257,82.31,41.17,62.7,7.94,54.26
WF0007,MainEtch,42,808.11,20.72,21.455,83.53,41.69,61.4,7.99,48.95
WF0007,MainEtch,43,799.25,18.99,19.594,84.66,39.57,62.73,7.969,49.94
WF0007,MainEtch,44,809.43,19.23,20.862,82.49,39.93,62.85,8.006,42.33
WF0007,MainEtch,45,798.78,22.75,20.705,82.41,39.59,62.93,8.033,46.12
WF0007,MainEtch,46,809.57,21.39,21.415,83.63,40.56,62.34,7.882,43.85
WF0007,MainEtch,47,803.16,19.39,20.884,80.07,41.4,62.65,7.963,45.07
WF0007,MainEtch,48,806.34,19.63,21.945,81.79,41.0,62.59,7.935,46.1
WF0007,MainEtch,49,801.12,23.94,20.377,78.27,40.49,62.76,7.943,40.94
WF0007,Overetch,50,374.5,18.23,29.34,89.87,19.38,59.52,7.969,44.44
WF0007,Overetch,51,418.35,16.81,28.723,88.39,19.18,60.24,7.985,39.52
WF0007,Overetch,52,445.17,15.12,27.555,89.37,18.58,59.7,8.129,41.59
WF0007,Overetch,53,474.31,18.34,27.112,91.04,21.85,59.51,7.827,42.79
WF0007,Overetch,54,482.99,16.45,27.134,93.2,20.83,60.55,8.142,43.59
WF0007,Overetch,55,490.91,13.89,26.206,93.55,18.69,59.98,8.15,38.82
WF0007,Overetch,56,481.89,15.06,26.715,93.45,21.88,59.88,8.053,41.54
WF0007,Overetch,57,492.65,16.09,26.295,90.32,20.91,60.65,8.015,42.5
WF0007,Overetch,58,506.11,13.18,26.86,92.04,20.16,59.27,8.03,42.47
WF0007,Overetch,59,506.15,13.63,26.552,91.32,22.12,59.74,7.942,41.42
WF0008,Stabilize,0,-30.52,0.0,33.477,92.2,-0.98,60.13,8.026,93.97
WF0008,Stabilize,1,-43.33,4.05,32.237,96.67,-0.47,61.25,8.118,98.93
WF0008,Stabilize,2,-20.22,0.0,31.726,99.41,0.75,60.76,8.053,98.2
WF0008,Stabilize,3,-33.81,2.94,31.101,98.01,-0.47,61.37,7.925,100.65
WF0008,Stabilize,4,-31.41,3.36,30.272,101.78,-1.5,60.95,7.812,96.49
WF0008,Stabilize,5,-32.18,2.17,30.453,97.93,-0.32,60.81,8.158,96.41
WF0008,Stabilize,6,-27.54,2.08,30.704,99.15,-0.04,61.46,8.01,100.99
WF0008,Stabilize,7,-25.48,0.0,30.321,102.68,-1.6,61.29,7.872,95.09
WF0008,Stabilize,8,-16.16,1.39,30.265,100.62,-0.29,60.64,8.07,101.26
WF0008,Stabilize,9,-34.69,0.06,29.696,100.58,-0.91,60.88,7.857,96.79
WF0008,MainEtch,10,569.17,15.94,22.099,78.26,39.55,62.3,7.839,96.75
WF0008,MainEtch,11,627.69,15.92,20.633,76.44,36.2,63.13,7.988,94.63
WF0008,MainEtch,12,675.92,16.38,21.361,75.34,38.65,63.19,8.002,103.09
WF0008,MainEtch,13,726.91,17.93,20.397,79.33,39.9,62.55,7.96,95.78
WF0008,MainEtch,14,743.13,16.34,19.957,80.18,38.16,62.45,7.836,99.14
WF0008,MainEtch,15,740.33,16.84,20.67,79.82,38.29,62.99,8.012,95.57
WF0008,MainEtch,16,758.43,17.97,20.114,78.16,39.71,63.42,7.864,102.81
WF0008,MainEtch,17,770.6,14.44,20.163,79.5,39.58,63.05,8.14,95.0
WF0008,MainEtch,18,764.27,18.25,20.216,82.4,40.0,62.65,7.904,100.38
WF0008,MainEtch,19,764.89,15.93,19.487,79.97,38.91,63.01,8.041,101.63
WF0008,MainEtch,20,769.48,17.49,19.145,78.59,39.02,63.62,8.107,95.79
WF0008,MainEtch,21,788.64,18.23,19.76,81.8,37.31,63.43,8.056,98.28
WF0008,MainEtch,22,761.12,14.12,19.412,80.42,39.42,63.13,8.041,102.52
WF0008,MainEtch,23,775.78,16.35,19.653,81.13,38.34,64.06,7.93,100.09
WF0008,MainEtch,24,772.49,16.67,19.632,79.12,39.8,62.65,7.979,94.9
WF0008,MainEtch,25,779.74,20.5,20.7,82.41,39.77,63.7,7.899,102.69
WF0008,MainEtch,26,776.35,13.87,20.196,79.24,39.08,62.89,7.994,98.57
WF0008,MainEtch,27,785.45,15.23,19.953,80.15,40.51,62.99,7.957,101.38
WF0008,MainEtch,28,766.72,17.25,19.786,79.98,38.24,62.32,7.69,97.55
WF0008,MainEtch,29,785.42,18.87,20.013,78.12,40.04,63.46,8.027,98.22
WF0008,MainEtch,30,766.58,20.83,19.706,80.35,39.89,63.56,7.928,96.86
WF0008,MainEtch,31,755.75,15.22,19.365,81.07,41.03,63.74,7.96,96.8
WF0008,MainEtch,32,763.14,17.35,19.714,78.79,37.05,63.18,7.981,95.47
WF0008,MainEtch,33,775.88,12.69,20.13,81.09,36.5,63.34,7.995,92.57
WF0008,MainEtch,34,773.33,17.05,20.053,81.14,38.45,63.25,8.181,92.41
WF0008,MainEtch,35,761.32,16.3,19.183,79.85,39.21,62.95,8.143,87.79
WF0008,MainEtch,36,765.81,14.93,20.249,80.99,38.93,62.98,7.966,79.56
WF0008,MainEtch,37,765.93,17.8,19.861,80.14,39.73,63.32,7.925,77.06
WF0008,MainEtch,38,771.18,17.46,19.144,80.14,38.23,63.74,7.75,73.89
WF0008,MainEtch,39,765.52,19.56,19.057,80.85,37.5,63.47,8.052,64.52
WF0008,MainEtch,40,766.59,12.97,20.039,80.01,40.07,63.59,7.855,58.93
WF0008,MainEtch,41,778.51,15.11,20.173,78.45,41.18,63.32,8.125,55.92
WF0008,MainEtch,42,771.61,20.65,20.137,82.8,40.0,63.02,8.152,49.05
WF0008,MainEtch,43,769.45,14.93,20.13,82.7,40.64,62.92,7.729,47.85
WF0008,MainEtch,44,758.24,19.33,20.351,78.91,37.98,63.22,7.937,45.81
WF0008,MainEtch,45,768.15,14.04,19.641,81.33,37.84,63.16,7.91,43.62
WF0008,MainEtch,46,776.7,23.06,20.324,79.66,37.13,63.65,8.178,45.19
WF0008,MainEtch,47,768.74,18.29,20.24,81.51,40.16,63.44,7.881,45.78
WF0008,MainEtch,48,779.45,17.07,19.481,81.58,38.97,63.05,7.932,44.82
WF0008,MainEtch,49,775.46,16.57,19.541,78.47,38.87,63.38,7.948,44.61
WF0008,Overetch,50,355.31,13.31,28.106,88.51,18.5,60.55,8.072,42.03
WF0008,Overetch,51,385.92,10.5,26.577,85.33,20.63,60.64,8.154,42.34
WF0008,Overetch,52,407.67,12.13,26.323,87.46,19.71,60.69,7.855,45.03
WF0008,Overetch,53,433.92,10.28,25.438,87.46,17.91,60.71,7.947,45.87
WF0008,Overetch,54,452.85,12.06,25.18,86.45,19.16,60.13,8.382,41.13
WF0008,Overetch,55,443.04,9.5,24.996,90.35,18.75,61.08,7.99,47.74
WF0008,Overetch,56,462.37,9.26,25.271,91.82,15.81,60.99,7.931,42.81
WF0008,Overetch,57,465.35,11.71,24.551,91.28,18.74,60.58,7.96,38.82
WF0008,Overetch,58,469.01,10.89,24.928,87.54,18.1,60.8,7.926,45.07
WF0008,Overetch,59,469.15,11.41,25.116,89.48,21.03,60.52,7.882,42.3
WF0009,Stabilize,0,-2.93,1.08,32.112,90.34,-5.57,59.38,8.119,102.36
WF0009,Stabilize,1,-10.26,1.75,30.928,92.06,-2.17,59.92,7.892,102.45
WF0009,Stabilize,2,4.52,0.92,30.822,92.54,-6.32,59.23,8.037,105.29
WF0009,Stabilize,3,10.41,0.0,30.224,92.51,-2.39,59.13,7.933,104.04
WF0009,Stabilize,4,-2.38,2.83,29.828,93.56,-3.56,59.77,7.854,101.83
WF0009,Stabilize,5,-9.77,1.57,29.972,96.28,-3.65,59.03,7.843,103.24
WF0009,Stabilize,6,2.8,4.19,29.013,94.7,-4.95,59.98,7.838,104.08
WF0009,Stabilize,7,17.74,3.63,29.955,93.35,-3.42,59.88,8.178,102.72
WF0009,Stabilize,8,-2.8,2.1,29.492,94.61,-5.1,59.52,8.106,102.98
WF0009,Stabilize,9,9.34,3.77,29.635,95.01,-2.54,60.07,7.913,106.36
WF0009,MainEtch,10,588.62,15.9,21.44,69.87,33.09,62.09,7.859,102.46
WF0009,MainEtch,11,671.85,15.46,20.214,72.92,34.97,62.04,8.042,101.31
WF0009,MainEtch,12,708.14,14.7,20.488,71.26,36.38,61.53,8.008,100.41
WF0009,MainEtch,13,742.74,14.03,19.321,73.65,35.19,61.55,7.792,101.42
WF0009,MainEtch,14,756.93,18.14,19.138,75.0,35.48,61.96,7.838,104.87
WF0009,MainEtch,15,790.4,17.23,19.47,71.06,37.93,62.11,7.99,100.53
WF0009,MainEtch,16,789.66,16.52,19.685,68.92,36.61,61.45,8.094,102.53
WF0009,MainEtch,17,794.65,17.43,20.306,74.94,34.12,62.38,7.775,99.52
WF0009,MainEtch,18,796.56,17.56,19.417,72.83,36.47,61.81,8.048,99.6
WF0009,MainEtch,19,798.5,15.26,18.874,75.61,36.63,62.14,8.139,98.26
WF0009,MainEtch,20,793.97,18.12,19.244,73.51,36.56,62.45,8.13,105.42
WF0009,MainEtch,21,795.1,16.24,19.322,75.35,35.17,61.91,7.867,110.68
WF0009,MainEtch,22,796.59,14.98,18.401,72.95,36.94,61.91,8.117,101.81
WF0009,MainEtch,23,801.18,16.7,18.774,74.03,38.64,62.08,8.225,105.88
WF0009,MainEtch,24,809.29,19.44,18.226,73.71,35.34,62.03,7.94,98.56
WF0009,MainEtch,25,804.81,16.53,18.871,77.69,36.96,62.39,8.007,101.24
WF0009,MainEtch,26,807.01,13.81,19.925,70.18,36.21,61.26,8.002,101.8
WF0009,MainEtch,27,811.52,19.47,19.069,73.88,36.98,62.53,8.035,100.07
WF0009,MainEtch,28,800.18,15.72,19.107,69.78,34.03,62.0,7.875,102.22
WF0009,MainEtch,29,801.72,18.62,19.618,74.73,35.8,62.07,7.972,99.51
WF0009,MainEtch,30,803.56,15.86,18.557,74.48,34.29,62.22,7.925,97.58
WF0009,MainEtch,31,806.1,17.2,19.67,73.23,38.12,62.5,8.033,104.66
WF0009,MainEtch,32,807.17,16.85,18.997,73.3,36.54,62.21,8.035,99.52
WF0009,MainEtch,33,803.52,15.95,18.814,73.88,35.35,62.16,7.93,99.2
WF0009,MainEtch,34,790.18,16.92,19.206,74.57,34.12,62.57,8.098,93.11
WF0009,MainEtch,35,799.99,14.32,19.642,74.65,35.22,62.09,8.169,91.34
WF0009,MainEtch,36,804.56,16.0,18.794,71.95,37.06,62.86,8.114,89.46
WF0009,MainEtch,37,797.2,20.45,19.347,70.72,34.77,62.32,8.004,77.5
WF0009,MainEtch,38,811.62,16.14,19.558,74.02,35.16,61.8,8.055,75.34
WF0009,MainEtch,39,809.71,16.98,19.122,75.43,34.35,61.87,8.038,66.3
WF0009,MainEtch,40,801.25,14.96,18.983,72.4,35.56,62.21,7.887,64.45
WF0009,MainEtch,41,811.67,15.77,18.725,73.13,36.4,62.37,7.992,61.74
WF0009,MainEtch,42,801.44,19.1,19.072,75.55,37.3,62.74,8.191,56.68
WF0009,MainEtch,43,802.25,18.1,18.779,73.67,36.01,62.83,7.987,55.95
WF0009,MainEtch,44,804.43,19.14,18.748,74.0,36.23,62.18,8.049,54.64
WF0009,MainEtch,45,796.72,16.61,19.003,74.53,37.17,62.3,7.931,49.98
WF0009,MainEtch,46,796.91,20.25,19.728,75.16,36.77,61.97,8.097,54.36
WF0009,MainEtch,47,799.35,19.3,18.932,75.68,36.02,62.0,7.86,50.03
WF0009,MainEtch,48,793.97,21.42,18.766,71.01,35.28,62.08,8.049,46.09
WF0009,MainEtch,49,797.13,19.91,19.253,74.8,35.76,61.26,7.894,46.35
WF0009,Overetch,50,387.2,8.32,27.125,78.62,14.44,60.15,8.012,51.57
WF0009,Overetch,51,413.75,9.15,25.588,80.74,14.58,58.79,7.871,49.96
WF0009,Overetch,52,445.71,13.59,25.368,82.07,14.89,59.81,8.045,42.83
WF0009,Overetch,53,475.08,10.45,24.402,84.11,14.95,59.61,8.013,46.45
WF0009,Overetch,54,476.46,10.94,24.197,81.56,18.76,60.61,8.017,49.87
WF0009,Overetch,55,474.31,6.96,23.907,86.32,16.71,59.33,8.246,49.73
WF0009,Overetch,56,480.3,11.35,24.132,86.12,16.49,60.1,7.936,50.54
WF0009,Overetch,57,502.42,10.75,24.375,84.33,17.17,59.31,8.01,48.03
WF0009,Overetch,58,500.13,10.98,24.826,82.66,16.39,59.44,7.968,48.75
WF0009,Overetch,59,499.72,8.9,24.498,82.84,15.33,59.51,7.984,51.8
WF0010,Stabilize,0,-45.35,5.72,33.368,98.19,1.94,59.97,8.111,99.18
WF0010,Stabilize,1,-43.44,0.0,32.777,100.86,2.1,60.34,8.115,95.22
WF0010,Stabilize,2,-34.35,1.68,32.557,100.47,-0.74,60.15,8.057,98.28
WF0010,Stabilize,3,-36.08,0.0,31.774,102.1,0.33,59.56,7.859,96.26
WF0010,Stabilize,4,-38.31,4.14,31.665,105.77,1.37,59.94,8.058,100.19
WF0010,Stabilize,5,-41.35,0.0,31.197,105.83,0.73,59.84,8.07,100.8
WF0010,Stabilize,6,-40.42,2.69,31.348,105.28,-1.39,60.13,7.968,97.05
WF0010,Stabilize,7,-40.07,1.1,30.156,100.3,2.03,60.05,7.967,98.02
WF0010,Stabilize,8,-35.57,0.0,31.463,107.38,1.53,60.28,8.103,97.95
WF0010,Stabilize,9,-40.05,0.06,30.512,102.27,1.03,59.97,8.121,100.12
WF0010,MainEtch,10,553.54,17.95,23.421,79.43,39.08,62.42,8.094,100.18
WF0010,MainEtch,11,624.76,14.54,22.451,81.2,38.47,62.2,7.992,101.83
WF0010,MainEtch,12,667.17,15.96,22.152,81.81,39.13,62.63,7.982,98.18
WF0010,MainEtch,13,706.51,18.61,21.549,81.7,40.88,62.78,7.96,94.57
WF0010,MainEtch,14,722.4,15.58,20.626,82.54,39.56,62.56,7.909,101.61
WF0010,MainEtch,15,745.91,18.46,21.073,85.19,40.88,62.86,7.834,98.67
WF0010,MainEtch,16,750.11,19.38,21.06,81.63,39.28,62.62,8.051,100.62
WF0010,MainEtch,17,757.08,14.28,20.44,79.52,40.49,63.18,7.791,92.29
WF0010,MainEtch,18,752.37,16.88,21.12,81.55,43.54,62.42,8.041,98.53
WF0010,MainEtch,19,759.74,17.5,20.795,82.57,41.97,62.91,8.071,102.47
WF0010,MainEtch,20,753.86,15.3,21.195,82.27,40.64,63.26,7.869,101.62
WF0010,MainEtch,21,752.08,15.1,20.626,82.79,39.88,62.73,8.036,99.58
WF0010,MainEtch,22,763.01,17.11,20.597,84.22,42.89,62.69,8.19,102.57
WF0010,MainEtch,23,766.55,15.48,21.046,83.11,40.73,62.48,7.815,94.64
WF0010,MainEtch,24,770.4,18.32,20.696,81.33,40.82,62.54,8.25,98.14
WF0010,MainEtch,25,765.44,17.74,20.422,82.47,41.42,63.39,8.06,101.42
WF0010,MainEtch,26,783.64,15.31,21.209,83.33,39.15,62.61,8.18,95.46
WF0010,MainEtch,27,758.35,15.86,20.62,82.03,39.8,62.98,7.901,96.29
WF0010,MainEtch,28,760.71,18.99,21.623,81.89,41.43,62.51,8.203,93.28
WF0010,MainEtch,29,756.42,17.55,21.046,84.42,40.56,62.34,7.836,95.64
WF0010,MainEtch,30,767.21,18.05,20.21,83.53,40.23,62.37,7.924,94.47
WF0010,MainEtch,31,770.56,16.18,20.392,83.08,40.67,63.52,7.989,96.88
WF0010,MainEtch,32,761.14,14.24,20.84,85.31,41.09,62.0,7.928,98.34
WF0010,MainEtch,33,769.57,15.85,20.751,85.05,39.79,62.47,8.003,97.33
WF0010,MainEtch,34,765.4,16.35,20.589,82.12,41.05,62.43,8.198,93.42
WF0010,MainEtch,35,765.23,15.66,21.076,82.91,42.04,62.76,8.109,90.29
WF0010,MainEtch,36,767.05,12.24,21.418,83.08,41.46,62.1,8.22,82.24
WF0010,MainEtch,37,772.35,15.83,21.502,84.55,40.64,62.66,7.833,75.75
WF0010,MainEtch,38,769.11,16.92,20.724,82.79,40.48,62.8,8.07,73.5
WF0010,MainEtch,39,779.16,14.77,20.635,87.05,39.57,63.2,7.962,68.32
WF0010,MainEtch,40,763.69,13.48,20.421,85.95,41.27,63.4,8.128,57.78
WF0010,MainEtch,41,766.25,10.92,20.712,83.3,41.1,62.92,8.367,52.84
WF0010,MainEtch,42,769.91,19.01,21.08,83.31,41.63,62.54,7.855,50.92
WF0010,MainEtch,43,765.2,18.27,21.427,81.84,38.36,62.41,8.0,48.63
WF0010,MainEtch,44,756.27,13.87,21.116,85.42,43.21,62.08,8.105,47.28
WF0010,MainEtch,45,755.32,17.76,20.745,83.53,42.0,62.16,7.954,41.22
WF0010,MainEtch,46,767.79,19.74,20.795,80.61,39.75,62.72,8.131,44.27
WF0010,MainEtch,47,757.45,12.75,21.064,85.95,42.55,62.52,8.17,45.6
WF0010,MainEtch,48,763.16,18.38,20.664,84.14,41.43,62.5,8.034,40.68
WF0010,MainEtch,49,760.62,15.32,20.798,82.91,39.84,62.33,8.012,45.72
WF0010,Overetch,50,336.34,11.18,29.306,94.23,20.28,59.68,7.856,43.52
WF0010,Overetch,51,391.8,8.32,27.795,90.2,20.49,60.03,8.109,39.16
WF0010,Overetch,52,410.1,6.89,27.155,88.62,20.36,60.36,7.868,41.48
WF0010,Overetch,53,428.01,8.44,27.173,92.01,21.15,60.7,7.948,41.7
WF0010,Overetch,54,435.88,8.81,25.652,89.43,20.07,59.93,7.733,42.73
WF0010,Overetch,55,453.55,10.65,24.934,91.72,21.56,60.99,8.01,46.47
WF0010,Overetch,56,456.21,10.43,26.201,90.93,20.84,60.64,8.113,46.71
WF0010,Overetch,57,435.08,11.36,26.046,94.17,19.46,59.77,7.961,43.64
WF0010,Overetch,58,445.13,9.19,26.491,94.8,20.86,60.03,7.928,40.2
WF0010,Overetch,59,452.3,7.94,25.787,90.92,20.17,59.79,7.936,49.33
WF0011,Stabilize,0,29.42,3.43,33.846,90.24,-0.26,60.7,8.047,107.14
WF0011,Stabilize,1,29.91,0.0,33.671,95.58,-0.93,60.76,8.2,104.91
WF0011,Stabilize,2,31.5,0.0,31.489,94.09,-0.04,60.88,8.09,106.11
WF0011,Stabilize,3,24.85,1.46,32.44,95.91,-1.32,60.65,8.121,104.5
WF0011,Stabilize,4,29.4,1.72,31.787,98.75,-1.68,60.76,8.157,105.31
WF0011,Stabilize,5,27.77,1.1,30.951,99.48,-1.73,60.75,7.882,107.78
WF0011,Stabilize,6,24.03,0.0,30.035,100.93,-0.32,60.14,7.905,105.91
WF0011,Stabilize,7,20.69,0.1,30.266,98.56,-1.64,60.59,8.095,104.55
WF0011,Stabilize,8,32.49,2.87,30.824,98.53,-0.33,60.64,8.018,104.73
WF0011,Stabilize,9,13.25,1.35,30.665,98.04,-1.56,60.65,7.599,104.29
WF0011,MainEtch,10,624.09,17.37,22.873,74.65,35.77,62.88,8.088,105.2
WF0011,MainEtch,11,689.34,13.36,22.783,73.49,38.45,63.36,8.145,99.09
WF0011,MainEtch,12,740.97,16.28,22.144,77.16,38.03,63.3,7.95,110.12
WF0011,MainEtch,13,775.2,18.15,21.46,77.09,39.98,63.19,8.041,108.15
